Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
RLOG3,"23,08","82,76","4,26","1,534","0,00%","0,229","1,49","5,32","-0,5","12,43","6,68","28,85%","7,07%","2,64","5,36%","5,15%",0,"2.507.240.000,00","9,08","8,76%"
HGTX3,"37,5","101,99","3,57","4,178","0,00%","2,48","7,5","105,87","9,93","106,77","42,5","3,95%","4,10%","2,47","3,00%","3,51%",0,"1.704.940.000,00","0,12","-4,62%"
PQUN4,"15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,5","-0,97","40,25","40,25","2,80%","0,52%","1,61","3,02%","1,81%",0,"858.692.000,00","2,28","5,19%"
PQUN3,"15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,5","-0,97","40,25","40,25","2,80%","0,52%","1,61","3,02%","1,81%",0,"858.692.000,00","2,28","5,19%"
PDTC3,3,"106,01","1,8","0,657","0,00%","0,486","1,44","17,15","-29,73","22,32","9,95","3,83%","0,62%","1,9","3,64%","1,70%","180.242,00","130.596.000,00","0,9","102,77%"
TMAR6,"42,01","112,59","0,71","0,519","0,00%","0,181","1,49","4,04","-0,5","8,29","3,21","12,84%","-0,42%","1,62","5,78%","0,63%",0,"20.448.500.000,00","1,38","14,80%"
TMAR5,"42,67","114,35","0,72","0,527","0,00%","0,184","1,51","4,1","-0,51","8,35","3,24","12,84%","-0,42%","1,62","5,78%","0,63%",0,"20.448.500.000,00","1,38","14,80%"
CEPE3,128,"115,06","6,73","1,195","0,00%","0,711","5,91","9,35","-1,19","15,63","11,52","12,78%","1,04%","1,68","8,94%","5,85%",0,"1.420.000.000,00","5,4","14,56%"
FLCL6,"9,91","115,65","61,25","11,283","0,00%","11,168","143,05","64,97","-27,75","67,11","67,11","17,37%","9,76%","1,23","22,91%","52,97%",0,"72.920.000,00","2,96","-29,63%"
NETC3,"38,5","123,1","2,12","1,29","0,00%","1,074","-33,02","10,82","-2,96","12,15","5,27","11,93%","1,55%","0,8","10,95%","1,72%",0,"6.812.390.000,00","0,28","66,63%"
CASN3,"12,81","124,73","6,58","9,121","0,25%","2,874","-114,37","59,75","-6,52","67,09","41,28","15,27%","7,31%","0,83","5,04%","5,28%",0,"1.847.580.000,00","0,85","8,28%"
NETC4,40,"127,89","2,2","1,34","0,00%","1,116","-34,31","11,24","-3,08","12,57","5,45","11,93%","1,55%","0,8","10,95%","1,72%",0,"6.812.390.000,00","0,28","66,63%"
FLCL3,"11,5","134,2","71,08","13,094","0,00%","12,959",166,"75,4","-32,21","77,54","77,54","17,37%","9,76%","1,23","22,91%","52,97%",0,"72.920.000,00","2,96","-29,63%"
FLCL5,"12,5","145,87","77,26","14,232","0,00%","14,086","180,44","81,95","-35,01","84,09","84,09","17,37%","9,76%","1,23","22,91%","52,97%",0,"72.920.000,00","2,96","-29,63%"
AMER3,"7,35","156,05","0,46","0,239","8,39%","0,142","0,54","5,54","-0,67","15,64","5,96","4,31%","0,15%","2,24","3,61%","0,29%","392.268.000,00","14.705.600.000,00","1,41","47,03%"
TMAR3,62,"166,16","1,04","0,765","0,00%","0,268","2,2","5,96","-0,74","10,21","3,96","12,84%","-0,42%","1,62","5,78%","0,63%",0,"20.448.500.000,00","1,38","14,80%"
IGTA3,"33,13","223,87","1,78","5,586","0,00%","0,875","7,4","11,67","-3,72","15,04","11,4","47,87%","2,98%","1,77","9,61%","0,80%",0,"3.244.470.000,00","0,96","7,67%"
BIDI3,"3,4","225,51","1,06",0,"0,43%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,47%",0,"8.348.550.000,00",0,"37,00%"
BIDI4,"3,41","226,17","1,06",0,"0,43%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,47%",0,"8.348.550.000,00",0,"37,00%"
BIDI11,"10,4","229,93","1,08",0,"0,42%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,47%",0,"8.348.550.000,00",0,"37,00%"
NGRD3,"1,42","254,81","0,75","1,288","1,05%","0,472","1,68","36,34","4,78","15,39","3,88","3,54%","0,31%","2,48","2,19%","0,29%","1.205.880,00","451.675.000,00","0,16","11,22%"
LJQQ3,"3,99","266,32","1,44","0,331","3,08%","0,264","0,84","7,33","-1,68","6,55","3,31","4,51%","0,12%","1,91","4,82%","0,54%","19.318.700,00","520.369.000,00","0,65","14,63%"
GUAR4,151,"296,37","14,61","9,019","0,00%","5,445","27,56","253,29","-125,47","260,95","87,71","3,56%","3,04%","1,51","2,51%","4,93%",0,"5.158.500.000,00","0,68","2,65%"
ELEV3,"24,3","312,39","3,22","0,688","0,00%","0,954","5,75","37,19","-5,18","51,41","51,41","1,85%","0,27%","1,47","3,01%","1,03%",0,"489.356.000,00","1,35","3,69%"
IGTI3,"2,38","313,89","1,25","4,814","1,10%","0,663","3,9","10,43","-4,54","12,9","9,69","46,14%","-0,19%","2,11","8,76%","0,40%","567.347,00","4.002.910.000,00","0,81","7,75%"
IGTI11,"16,82","316,9","1,26","4,861","1,09%","0,669","3,94","10,53","-4,58",13,"9,77","46,14%","-0,19%","2,11","8,76%","0,40%","69.297.400,00","4.002.910.000,00","0,81","7,75%"
RHDS4,1,"363,45","29,5","4,977","0,00%","7,182","-593,56","68,11","-24,55","71,32","53,72","7,31%","1,17%","0,97","11,80%","8,12%",0,"272.045.000,00","1,49","4,38%"
PRBC4,"14,54","408,43","37,77",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","9,25%",0,"1.254.220.000,00",0,"-0,14%"
UBBR4,"7,49","610,27","1,99",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,33%",0,"10.317.200.000,00",0,"10,58%"
LWSA3,"6,75","953,16","1,35","3,698","0,00%","0,866","3,61","141,48","9,21","94,04","20,67","2,61%","0,39%","2,12","0,90%","0,14%","92.796.600,00","2.959.840.000,00","0,03","54,47%"
UBBR11,"14,75","1.201,81","3,91",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,33%",0,"10.317.200.000,00",0,"10,58%"
UBBR3,18,"1.466,61","4,77",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,33%",0,"10.317.200.000,00",0,"10,58%"
MLFT4,"22,39","2.952,91","11,77","45,292","0,00%","6,235","36,72","98,16","-42,71","100,62","75,64","46,14%","-0,19%","2,11","8,76%","0,40%",0,"4.002.910.000,00","0,81","7,75%"
BBTG12,"3,15","66.496,50","26.598,60",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","40,00%",0,"10.000,00",0,"0,00%"
